filename,width,height,class,xmin,ymin,xmax,ymax
126.crop2.JPG,272,214,neutral,57,50,139,152
126.crop3.JPG,292,265,neutral,124,59,220,164
126.crop4.JPG,271,220,sad,67,58,192,194
126.crop5.JPG,278,247,neutral,106,36,217,202
126.crop6.JPG,277,253,neutral,61,71,260,196
126.large.jpg,750,422,neutral,360,61,564,313
126.masthead-f2a0eab6750845b7add0739ea27bcfd4b6c3deb854aa4c98b433464a3523b87a.jpg,2878,1600,smile,1522,272,1926,902
127.451_crop.JPG,618,637,neutral,287,226,422,409
127.903238374.jpg,509,339,smile,257,64,325,166
127.crop.JPG,396,241,smile,199,16,302,153
127.crop2.JPG,372,247,sad,158,31,248,153
127.crop3.JPG,341,304,neutral,130,71,236,222
127.crop5.JPG,352,295,sad,158,81,256,218
127.d960812c-9fba-4f7b-af1f-43a4ceb1edd4-shutterstock_9782923f.jpg,2000,760,smile,665,110,1086,622
128.1e372bfeeed0a8a4480da36dca64db15.jpg,500,750,smile,238,57,292,125
128.shocked-surprised-beautiful-mixed-race-asian-caucasian-woman_93675-24637.jpg,626,417,neutral,218,60,311,199
129.500_crop.JPG,188,327,smile,97,119,149,187
129.500_crop2.JPG,215,343,smile,83,57,134,129
129.crop.JPG,387,298,sad,155,46,263,198
13.1.jpg,852,480,smile,174,7,541,459
13.31834_25285_230.jpg,600,363,sad,228,37,433,280
13.helping-children-deal-with-angry.jpg,2508,1672,angry,969,517,1505,1168
13.maxresdefault.jpg,1280,720,neutral,490,152,805,498
130.crop.JPG,325,263,neutral,129,86,195,178
130.crop2.JPG,344,302,neutral,153,87,206,168
130.crop3.JPG,374,300,neutral,204,49,246,109
130.girl-smile-hd-wallpaper-wide-desktop-asian-girls-wallpapers.jpg,1024,680,smile,458,67,691,379
130.happy_crop.JPG,474,664,smile,235,110,312,230
130.happy_crop2.JPG,400,411,smile,234,218,309,324
130.Khan_crop.JPG,224,297,angry,50,45,149,195
130.Khan_crop2.JPG,223,295,angry,73,46,190,204
131.234_crop.JPG,681,544,smile,222,107,304,227
131.234_crop.JPG,681,544,smile,484,87,573,222
131.crop.JPG,351,324,sad,161,37,255,170
131.crop3.JPG,358,361,neutral,247,108,308,214
131.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F5%2F4%2F6%2F1%2F14181645-1-eng-GB%2FRTX5JLPN_2048x1152.jpg,2048,1152,smile,885,81,1305,587
132.2022403.jpg,1200,800,smile,298,161,442,342
132.2022403.jpg,1200,800,surprise,781,187,902,370
132.2022403.jpg,1200,800,surprise,579,161,666,292
132.882141750.jpg,509,339,angry,232,44,287,126
132.96675134-excited-happy-woman-expression-amazed-surprised-asian-woman-portrait-studio-white-background-isolate.jpg,1300,866,smile,441,144,573,334
132.crop.JPG,302,272,neutral,59,71,145,217
134.84575477.jpg,800,608,angry,173,85,271,231
134.84575477.jpg,800,608,smile,611,73,711,226
134.crop.JPG,385,458,neutral,155,52,313,372
134.crop2.JPG,414,455,angry,129,61,345,394
134.x1080-u-0.jpg,1920,1080,sad,313,260,560,610
134.x1080-u-0.jpg,1920,1080,neutral,1221,171,1667,875
135.1.jpg,852,480,neutral,380,77,547,316
135.awkwfina-crazy-rich-asians.jpg,759,500,neutral,276,83,352,182
136.94b5682b46cc4ddc967774e8815c4356.jpg,600,374,angry,149,118,216,210
136.94b5682b46cc4ddc967774e8815c4356.jpg,600,374,neutral,397,40,469,135
137.20160109201803_5690ec6b751dd_1.jpg,540,360,neutral,241,88,418,314
137.Rithika-Kodithuwakku-and-Swarna-Mallawarachcchi-in-Let-her-Cry.jpg,2048,1107,neutral,669,233,899,627
137.Rithika-Kodithuwakku-and-Swarna-Mallawarachcchi-in-Let-her-Cry.jpg,2048,1107,neutral,1365,162,1633,646
137.stock-photo-home-woman-asian-happy-front-door-laughing-diverse-entering-coming-home-07282f6c-4cad-4156-9b15-f9e6294e5569.jpg,640,427,smile,377,158,409,203
138.59500081_655961708197823_5496972985614992455_n.jpg,1440,1440,neutral,746,677,907,824
138.neutral-milk-hotel-e1467239272553.jpg,603,289,neutral,136,38,180,113
138.neutral-milk-hotel-e1467239272553.jpg,603,289,neutral,223,93,253,141
138.neutral-milk-hotel-e1467239272553.jpg,603,289,neutral,335,82,376,136
138.neutral-milk-hotel-e1467239272553.jpg,603,289,neutral,456,40,520,126
138._56882159_newimage.jpg,480,361,angry,180,44,332,315
139.409948-1285446-2_320x400.jpg,320,400,smile,95,133,212,292
139.Nude-lipstick-tricky-s-fine-line-between-neutral-dead-looking.jpg,682,1024,smile,99,200,470,721
14.20160823-baby-crying-mandarin-3240udz1zwp8ufyb6x5e68.jpg,1024,606,angry,387,113,632,381
14.32210_69149_3056.jpg,500,281,sad,111,30,311,258
14.happy-asians.jpg,900,450,smile,97,206,199,405
14.happy-asians.jpg,900,450,smile,177,58,270,234
140.%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA-2019-06-14-%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE-3.07.40.jpg,533,403,neutral,139,133,340,347
140.1.jpg,852,480,neutral,422,19,619,262
140.math-result-asian-memes.jpg,407,428,smile,137,77,306,377
141.112186443-scared-elder-woman-frightened-elderly-female-surprised-asian-senior.jpg,450,300,surprise,94,40,200,222
141.161208_ntl_richard_spencer_1240_16x9_992.jpg,992,558,neutral,327,93,566,451
141.crop.JPG,501,415,neutral,115,15,322,281
141.crop2.JPG,479,412,neutral,98,32,318,320
141.CYbwauTUoAA3Sao.jpg,599,776,smile,133,152,220,284
143.graphicstock-happy-joyful-asian-teenager-holding-books-and-backpack-isolated-on-a-white-background_SuLpDJVH2l_SB_PM.jpg,1000,667,smile,476,89,566,228
144.crop.JPG,213,203,neutral,79,21,156,127
144.crop3.JPG,274,247,sad,142,21,205,109
144.happy-asian-family-playing-video-games-home-having-fun-together_35721-115.jpg,626,417,smile,185,111,239,185
144.happy-asian-family-playing-video-games-home-having-fun-together_35721-115.jpg,626,417,smile,279,180,325,229
144.happy-asian-family-playing-video-games-home-having-fun-together_35721-115.jpg,626,417,smile,311,125,355,193
144.iStock_000033206334_Medium-1.jpg,300,449,smile,36,55,119,172
144.iStock_000033206334_Medium-1.jpg,300,449,smile,114,67,198,177
144.Tajinderpal-Singh-Toor-AP.jpg,660,440,neutral,295,150,391,290
145.happy-asian-couple-love-smiling_34840-2.jpg,626,417,smile,230,47,338,209
145.happy-asian-couple-love-smiling_34840-2.jpg,626,417,smile,335,98,430,236
146.crop.JPG,550,289,smile,133,168,211,257
146.crop.JPG,550,289,smile,315,161,391,273
146.poster-download.jpg,5100,3300,surprise,3707,470,3924,887
147.crazy-rich-asians-1.jpg,1170,660,smile,558,122,620,215
147.skin-care-2013-11-freida-pinto-anti-aging.jpg,400,400,smile,113,69,279,279
147.Surprised-Asian-Man-3297567.jpg,343,500,smile,152,50,237,217
148.article.jpg,560,840,sad,203,207,343,379
148.crazy-rich-asians-750x_0.jpg,750,422,neutral,238,74,357,247
148.crazy-rich-asians-750x_0.jpg,750,422,neutral,437,117,557,287
149.500_F_175225101_93GMIupUWBPcGXS6CW3OKNeofwCnL2WK.jpg,500,334,smile,199,47,260,170
149.500_F_175225101_93GMIupUWBPcGXS6CW3OKNeofwCnL2WK.jpg,500,334,smile,264,56,332,164
149.53535918_422225815253715_3926242116919551375_n.jpg,1080,1350,smile,342,220,750,822
149.crop.JPG,344,275,neutral,188,36,235,124
149.crop2.JPG,335,285,neutral,194,49,242,125
15.113167_99048_201.jpg,550,367,sad,203,48,336,228
15.papers.co-ho56-flower-girl-kpop-hyosung-asian-smile-40-wallpaper.jpg,2732,2732,smile,872,480,1655,1594
15.VD27438420_w640.jpg,640,360,sad,343,80,518,283
150.crop.JPG,551,539,neutral,331,257,372,316
150.crop.JPG,551,539,neutral,312,149,339,184
150.IMG200524409HI.jpg,800,892,neutral,254,143,393,347
150.operation-smile-thailand-thanks-yaana-bike-challenge-riders_59b6fb902471e-200x300.jpg,200,300,smile,78,93,126,169
150.operation-smile-thailand-thanks-yaana-bike-challenge-riders_59b6fb902471e-200x300.jpg,200,300,neutral,80,193,119,243
150.surprised-asian-chinese-female-open-arms.jpg,500,500,smile,243,67,282,120
151.1127722654.jpg,509,338,smile,179,56,284,231
151.296209.jpg,1920,1080,smile,980,81,1400,678
152.34497324143_07910702ce_b.jpg,1023,681,angry,668,161,775,343
152.hqdefault.jpg,480,360,neutral,258,73,398,273
152.mpkrd.jpg,500,984,smile,105,484,335,788
153.2_35755_50864_0046.jpg,600,336,neutral,338,93,372,144
154.happy-asian-family.jpg,509,340,smile,48,57,108,143
154.happy-asian-family.jpg,509,340,smile,120,57,179,135
154.happy-asian-family.jpg,509,340,smile,200,106,251,174
154.happy-asian-family.jpg,509,340,smile,256,86,326,163
154.happy-asian-family.jpg,509,340,smile,336,51,401,143
154.happy-asian-family.jpg,509,340,smile,421,65,492,147
155.crop.JPG,256,178,neutral,81,32,145,140
155.crop2.JPG,247,231,smile,114,63,172,149
155.Malaysian-People-Asian-Happy-Boy-Malay-Cute-Kid-1704225.jpg,960,640,neutral,357,211,564,443
155.Stars_3_1.jpg,960,1136,smile,299,180,641,669
156.crop.JPG,257,214,smile,11,34,83,131
156.crop.JPG,257,214,neutral,124,12,215,88
157.79764_147309_4016.jpg,600,339,neutral,289,91,395,236
157.eastmeeteast-screenshot.jpg,1280,800,smile,766,245,1000,556
158.ASIAN_CONNECTION___Child_Rights___You__C_0_3446561_ver1.0_640_360.jpg,640,360,neutral,445,57,525,161
158.crop.JPG,284,201,neutral,86,17,165,135
158.crop2.JPG,298,215,neutral,137,42,193,113
158.hac_crop.JPG,487,649,neutral,98,105,404,524
158.hac_crop2.JPG,472,756,neutral,108,138,393,556
159.220151_620.jpg,620,355,smile,298,45,342,136
159.220151_620.jpg,620,355,smile,463,61,523,147
159.220151_620.jpg,620,355,neutral,400,77,463,157
159.crop.JPG,378,346,neutral,124,20,214,142
159.crop2.JPG,430,368,sad,219,124,318,265
159.depositphotos_110550226-stock-photo-surprised-asian-young-man-pointing.jpg,1023,682,neutral,641,156,745,364
16.crop.JPG,535,336,sad,148,37,343,230
16.crop2.JPG,267,334,sad,57,33,241,176
16.elders.jpg,1320,880,smile,625,302,869,670
16.elders.jpg,1320,880,smile,303,242,503,551
16.elders.jpg,1320,880,smile,102,282,290,545
160.l_2018011001001018900100101.jpg,600,385,sad,383,89,481,209
161.crop.JPG,366,273,neutral,102,18,164,125
161.crop.JPG,366,273,sad,177,53,248,172
161.crop2.JPG,370,339,neutral,49,129,78,175
161.crop2.JPG,370,339,neutral,186,79,234,150
161.crop3.JPG,374,318,sad,168,124,286,302
161.k-70-jj-00158475487062.jpg,400,267,smile,129,50,176,111
161.k-70-jj-00158475487062.jpg,400,267,smile,189,65,226,130
161.k-70-jj-00158475487062.jpg,400,267,smile,238,46,276,108
161.stock-photo-asian-girl-in-casual-business-jacket-and-blue-jeans-on-neutral-background-student-with-eye-glasses-1052610197.jpg,450,320,smile,191,46,226,99
163.Asian%252BAF%252BFeb.jpg,750,421,smile,135,55,171,102
163.Asian%252BAF%252BFeb.jpg,750,421,smile,206,34,238,79
163.Asian%252BAF%252BFeb.jpg,750,421,smile,159,223,192,274
163.Asian%252BAF%252BFeb.jpg,750,421,smile,303,25,337,73
163.Asian%252BAF%252BFeb.jpg,750,421,smile,380,48,411,90
163.Asian%252BAF%252BFeb.jpg,750,421,smile,286,208,317,251
163.Asian%252BAF%252BFeb.jpg,750,421,smile,382,207,422,252
163.Asian%252BAF%252BFeb.jpg,750,421,smile,445,81,481,124
163.Asian%252BAF%252BFeb.jpg,750,421,smile,492,25,525,67
163.Asian%252BAF%252BFeb.jpg,750,421,neutral,545,189,585,237
163.Asian%252BAF%252BFeb.jpg,750,421,neutral,583,23,618,65
164.857270616.jpg,509,339,smile,259,66,317,171
164.crop.JPG,347,287,neutral,106,38,207,201
165.Dentist-Beverly-Hills-Cosmetic-Dentistry-Giri-Palani-DDS-Asian-woman-in-white-dress-smiling.jpg,566,848,smile,198,68,445,471
165.jbox1Sc.jpg,600,338,sad,131,17,285,258
166.lela-lee.jpg,450,300,smile,176,48,254,139
167.849-02871920en_Masterfile.jpg,300,450,sad,91,71,180,199
168.58cbf58f9e5605bbe4e3232cbc5335ce.jpg,1024,1365,smile,163,375,384,690
168.58cbf58f9e5605bbe4e3232cbc5335ce.jpg,1024,1365,neutral,602,175,926,579
168.asian-business-surprised.jpg,451,581,surprise,183,35,229,101
168.crop2.JPG,293,337,sad,140,34,214,114
168.crop2.JPG,293,337,sad,96,211,156,281
168.modi-copy-685x320.jpg,685,320,angry,247,38,430,278
168.TB2bqcFiSMmBKNjSZTEXXasKpXa_!!88416115.jpg,800,800,neutral,310,171,551,535
169.2084226876_YaGNzAn5_80f9918f722cdbd3acedab38fd9f4ea27e75d132.jpg,1920,1200,smile,990,85,1446,484
169.22802068-angry-asian-chinese-professional-yelling-with-angry.jpg,300,450,angry,113,91,188,188
169.Australia-v-China-PR-1.jpg,600,418,angry,164,72,309,280
169.crop.JPG,390,320,neutral,160,46,224,158
169.crop2.JPG,340,428,sad,88,95,132,141
169.k-70-jj-090535530.jpg,400,367,smile,170,126,196,168
169.k-70-jj-090535530.jpg,400,367,smile,208,150,234,186
169.surprised-asian-businessman-stock-photography_csp12200809.jpg,270,194,neutral,125,32,154,76
17.3513734_QFS.jpg,596,335,neutral,316,50,463,237
17.953a76e319c66c945578448df66ae4d1.jpg,700,833,neutral,234,62,483,424
17.asian-angry-annoyed-husband-with-happy-stubborn-wife-argument-concept_39688-1385.jpg,626,469,angry,396,78,583,329
17.asian-angry-annoyed-husband-with-happy-stubborn-wife-argument-concept_39688-1385.jpg,626,469,smile,123,159,213,272
171.500_F_208342080_GbI2PD2QX07jljQanmYwRgbe8WGEYlce.jpg,500,334,neutral,152,42,201,118
171.500_F_208342080_GbI2PD2QX07jljQanmYwRgbe8WGEYlce.jpg,500,334,neutral,210,159,259,229
171.asian-seniors.jpg,1839,1033,smile,308,40,770,787
171.asian-seniors.jpg,1839,1033,smile,919,295,1381,803
171.crop.JPG,439,411,sad,123,40,293,278
171.crop2.JPG,518,430,neutral,195,107,371,373
172.3_ModelMinoritiesDontCry_-_Irene_Tu_-_Photoby_Snap_Yourself!.jpg,5184,3456,neutral,1768,592,2282,1267
172.3_ModelMinoritiesDontCry_-_Irene_Tu_-_Photoby_Snap_Yourself!.jpg,5184,3456,neutral,2872,667,3472,1402
172.Always-Be-My-Maybe-Stay-Angry-t-shirt-2.jpg,780,358,neutral,63,118,138,214
172.Always-Be-My-Maybe-Stay-Angry-t-shirt-2.jpg,780,358,angry,375,49,453,139
172.tumblr_os1yu16KK11tg0mmfo5_250.jpg,250,375,smile,82,66,160,183
173.1.jpg,852,480,smile,348,21,519,266
173.canva-fit-young-asian-woman-smiling-and-stretching--MACvdZVlxzI.jpg,550,366,smile,140,105,212,222
173.crop.JPG,534,530,neutral,184,25,422,409
173.crop2.JPG,308,321,sad,110,88,220,238
173.crop3.JPG,374,336,sad,155,94,258,259
174.1BPkS8A_o.jpg,500,333,neutral,213,105,255,165
174.a-asian-happy-healthy-skin.jpg,1678,1044,smile,697,178,900,493
174.a-asian-happy-healthy-skin.jpg,1678,1044,smile,959,183,1208,561
174.asian-smile-girl-53937268-ss1-e1351278520356-300x268.jpg,300,268,smile,77,20,245,242
175.chinas-war-cry-frightens-the-asian-countries-pg.jpg,200,240,neutral,54,43,136,172
175.crop.JPG,277,219,neutral,47,6,126,118
175.crop2.JPG,290,262,neutral,87,87,191,219
175.crop3.JPG,344,210,neutral,93,9,181,111
175.crop4.JPG,322,268,sad,127,68,217,188
175.FfA140EO_400x400.jpg,400,400,neutral,80,90,292,356
176.2019-07-09-isaac-thomas-ed.jpg,960,466,smile,272,24,381,152
176.2019-07-09-isaac-thomas-ed.jpg,960,466,neutral,682,13,824,187
176.2019-07-09-isaac-thomas-ed.jpg,960,466,smile,331,180,500,413
176.500_F_226274862_zNJa0V5ZG8kcPRXqvkEcvRZlaSIC6Qdw.jpg,500,300,angry,323,21,402,140
176.81488896891_DatukWindsor.jpg,590,400,neutral,218,41,321,186
176.sexy-asian-pinup-woman-with-surprised-expression-jorgo-photography-wall-art-gallery-canvas-print.jpg,661,535,neutral,230,150,337,271
176.TPK_107_BlogHeaders_May2019_Final_Shorthair-Women_Post-750x230.jpg,750,230,smile,316,58,404,186
177.crop.JPG,192,216,neutral,92,66,139,131
177.crop2.JPG,217,242,neutral,72,79,129,152
177.crop4.JPG,270,236,surprise,166,104,212,169
178.47735324-smiling-asian-girl.jpg,683,1024,smile,262,239,436,452
178.img_20190124094335_525440a5.jpg,684,381,sad,245,233,364,335
178.Sartaj-Aziz.jpg,865,900,smile,386,288,593,530
179.maxresdefault.jpg,1280,720,neutral,700,68,1053,461
179.skin-care-2013-11-zhang-ziyi-anti-aging.jpg,400,400,smile,104,87,244,290
18.htm_2014110704026a010a011.jpg,550,328,sad,252,51,330,129
180.crop.JPG,333,405,neutral,155,136,227,214
180.crop.JPG,333,405,neutral,25,23,70,98
180.crop.JPG,333,405,sad,230,152,285,235
180.faa99bb2c028911d7e72dbfb3c15fd8c.jpg,1024,1536,surprise,334,359,607,751
180.Snapshot.jpg,820,461,neutral,381,9,633,296
180.storyblocks-a-beautiful-young-chinese-asian-oriental-woman-with-a-wonderful-toothy-smile-laughing_rAPnnkGUM_SB_PM.jpg,667,1000,smile,211,73,490,448
182.201602190908351928_t.jpg,630,354,neutral,303,57,371,168
182.201602190908351928_t.jpg,630,354,neutral,369,109,431,200
182.asian%20couple_0.jpg,958,636,neutral,275,221,392,380
182.asian%20couple_0.jpg,958,636,smile,526,80,613,272
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,smile,119,418,264,526
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,neutral,502,195,647,303
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,smile,521,391,671,500
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,smile,494,623,700,765
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,smile,118,611,294,747
182.hair-color-chart-skin-tone-korean-skin-color-chart-asian-tone-neutral-shades-bluedasherco.jpg,806,806,neutral,129,181,260,291
183.566889ec2340f855008b4767-750-562.jpg,750,562,neutral,255,135,463,464
183.crop.JPG,294,377,smile,83,105,194,237
183.crop2.JPG,296,375,neutral,58,74,170,221
183.crop3.JPG,587,358,smile,86,82,157,166
183.products-asian-man-smiling-white-450-298.jpg,450,298,smile,240,28,371,200
184.0O1A0900.jpg,590,393,smile,317,58,365,113
